country	gdpPercap
Peru	3758.523437
Peru	4245.256698
Peru	4957.037982
Peru	5788.09333
Peru	5937.827283
Peru	6281.290855
Peru	6434.501797
Peru	6360.943444
Peru	4446.380924
Peru	5838.347657
Peru	5909.020073
Peru	7408.905561
Philippines	1272.880995
Philippines	1547.944844
Philippines	1649.552153
Philippines	1814.12743
Philippines	1989.37407
Philippines	2373.204287
Philippines	2603.273765
Philippines	2189.634995
Philippines	2279.324017
Philippines	2536.534925
Philippines	2650.921068
Philippines	3190.481016
Poland	4029.329699
Poland	4734.253019
Poland	5338.752143
Poland	6557.152776
Poland	8006.506993
Poland	9508.141454
Poland	8451.531004
Poland	9082.351172
Poland	7738.881247
Poland	10159.58368
Poland	12002.23908
Poland	15389.92468
Portugal	3068.319867
Portugal	3774.571743
Portugal	4727.954889
Portugal	6361.517993
Portugal	9022.247417
Portugal	10172.48572
Portugal	11753.84291
Portugal	13039.30876
Portugal	16207.26663
Portugal	17641.03156
Portugal	19970.90787
Portugal	20509.64777
Puerto Rico	3081.959785
Puerto Rico	3907.156189
Puerto Rico	5108.34463
Puerto Rico	6929.277714
Puerto Rico	9123.041742
Puerto Rico	9770.524921
Puerto Rico	10330.98915
Puerto Rico	12281.34191
Puerto Rico	14641.58711
Puerto Rico	16999.4333
Puerto Rico	18855.60618
Puerto Rico	19328.70901
Reunion	2718.885295
Reunion	2769.451844
Reunion	3173.72334
Reunion	4021.175739
Reunion	5047.658563
Reunion	4319.804067
Reunion	5267.219353
Reunion	5303.377488
Reunion	6101.255823
Reunion	6071.941411
Reunion	6316.1652
Reunion	7670.122558
Romania	3144.613186
Romania	3943.370225
Romania	4734.997586
Romania	6470.866545
Romania	8011.414402
Romania	9356.39724
Romania	9605.314053
Romania	9696.273295
Romania	6598.409903
Romania	7346.547557
Romania	7885.360081
Romania	10808.47561
Rwanda	493.3238752
Rwanda	540.2893983
Rwanda	597.4730727
Rwanda	510.9637142
Rwanda	590.5806638
Rwanda	670.0806011
Rwanda	881.5706467
Rwanda	847.991217
Rwanda	737.0685949
Rwanda	589.9445051
Rwanda	785.6537648
Rwanda	863.0884639
Sao Tome and Principe	879.5835855
Sao Tome and Principe	860.7369026
Sao Tome and Principe	1071.551119
Sao Tome and Principe	1384.840593
Sao Tome and Principe	1532.985254
Sao Tome and Principe	1737.561657
Sao Tome and Principe	1890.218117
Sao Tome and Principe	1516.525457
Sao Tome and Principe	1428.777814
Sao Tome and Principe	1339.076036
Sao Tome and Principe	1353.09239
Sao Tome and Principe	1598.435089
Saudi Arabia	6459.554823
Saudi Arabia	8157.591248
Saudi Arabia	11626.41975
Saudi Arabia	16903.04886
Saudi Arabia	24837.42865
Saudi Arabia	34167.7626
Saudi Arabia	33693.17525
Saudi Arabia	21198.26136
Saudi Arabia	24841.61777
Saudi Arabia	20586.69019
Saudi Arabia	19014.54118
Saudi Arabia	21654.83194
Senegal	1450.356983
Senegal	1567.653006
Senegal	1654.988723
Senegal	1612.404632
Senegal	1597.712056
Senegal	1561.769116
Senegal	1518.479984
Senegal	1441.72072
Senegal	1367.899369
Senegal	1392.368347
Senegal	1519.635262
Senegal	1712.472136
Serbia	3581.459448
Serbia	4981.090891
Serbia	6289.629157
Serbia	7991.707066
Serbia	10522.06749
Serbia	12980.66956
Serbia	15181.0927
Serbia	15870.87851
Serbia	9325.068238
Serbia	7914.320304
Serbia	7236.075251
Serbia	9786.534714
Sierra Leone	879.7877358
Sierra Leone	1004.484437
Sierra Leone	1116.639877
Sierra Leone	1206.043465
Sierra Leone	1353.759762
Sierra Leone	1348.285159
Sierra Leone	1465.010784
Sierra Leone	1294.447788
Sierra Leone	1068.696278
Sierra Leone	574.6481576
Sierra Leone	699.489713
Sierra Leone	862.5407561
Singapore	2315.138227
Singapore	2843.104409
Singapore	3674.735572
Singapore	4977.41854
Singapore	8597.756202
Singapore	11210.08948
Singapore	15169.16112
Singapore	18861.53081
Singapore	24769.8912
Singapore	33519.4766
Singapore	36023.1054
Singapore	47143.17964
Slovak Republic	5074.659104
Slovak Republic	6093.26298
Slovak Republic	7481.107598
Slovak Republic	8412.902397
Slovak Republic	9674.167626
Slovak Republic	10922.66404
Slovak Republic	11348.54585
Slovak Republic	12037.26758
Slovak Republic	9498.467723
Slovak Republic	12126.23065
Slovak Republic	13638.77837
Slovak Republic	18678.31435
Slovenia	4215.041741
Slovenia	5862.276629
Slovenia	7402.303395
Slovenia	9405.489397
Slovenia	12383.4862
Slovenia	15277.03017
Slovenia	17866.72175
Slovenia	18678.53492
Slovenia	14214.71681
Slovenia	17161.10735
Slovenia	20660.01936
Slovenia	25768.25759
Somalia	1135.749842
Somalia	1258.147413
Somalia	1369.488336
Somalia	1284.73318
Somalia	1254.576127
Somalia	1450.992513
Somalia	1176.807031
Somalia	1093.244963
Somalia	926.9602964
Somalia	930.5964284
Somalia	882.0818218
Somalia	926.1410683
South Africa	4725.295531
South Africa	5487.104219
South Africa	5768.729717
South Africa	7114.477971
South Africa	7765.962636
South Africa	8028.651439
South Africa	8568.266228
South Africa	7825.823398
South Africa	7225.069258
South Africa	7479.188244
South Africa	7710.946444
South Africa	9269.657808
Spain	3834.034742
Spain	4564.80241
Spain	5693.843879
Spain	7993.512294
Spain	10638.75131
Spain	13236.92117
Spain	13926.16997
Spain	15764.98313
Spain	18603.06452
Spain	20445.29896
Spain	24835.47166
Spain	28821.0637
Sri Lanka	1083.53203
Sri Lanka	1072.546602
Sri Lanka	1074.47196
Sri Lanka	1135.514326
Sri Lanka	1213.39553
Sri Lanka	1348.775651
Sri Lanka	1648.079789
Sri Lanka	1876.766827
Sri Lanka	2153.739222
Sri Lanka	2664.477257
Sri Lanka	3015.378833
Sri Lanka	3970.095407
Sudan	1615.991129
Sudan	1770.337074
Sudan	1959.593767
Sudan	1687.997641
Sudan	1659.652775
Sudan	2202.988423
Sudan	1895.544073
Sudan	1507.819159
Sudan	1492.197043
Sudan	1632.210764
Sudan	1993.398314
Sudan	2602.394995
Swaziland	1148.376626
Swaziland	1244.708364
Swaziland	1856.182125
Swaziland	2613.101665
Swaziland	3364.836625
Swaziland	3781.410618
Swaziland	3895.384018
Swaziland	3984.839812
Swaziland	3553.0224
Swaziland	3876.76846
Swaziland	4128.116943
Swaziland	4513.480643
Sweden	8527.844662
Sweden	9911.878226
Sweden	12329.44192
Sweden	15258.29697
Sweden	17832.02464
Sweden	18855.72521
Sweden	20667.38125
Sweden	23586.92927
Sweden	23880.01683
Sweden	25266.59499
Sweden	29341.63093
Sweden	33859.74835
Switzerland	14734.23275
Switzerland	17909.48973
Switzerland	20431.0927
Switzerland	22966.14432
Switzerland	27195.11304
Switzerland	26982.29052
Switzerland	28397.71512
Switzerland	30281.70459
Switzerland	31871.5303
Switzerland	32135.32301
Switzerland	34480.95771
Switzerland	37506.41907
Syria	1643.485354
Syria	2117.234893
Syria	2193.037133
Syria	1881.923632
Syria	2571.423014
Syria	3195.484582
Syria	3761.837715
Syria	3116.774285
Syria	3340.542768
Syria	4014.238972
Syria	4090.925331
Syria	4184.548089
Taiwan	1206.947913
Taiwan	1507.86129
Taiwan	1822.879028
Taiwan	2643.858681
Taiwan	4062.523897
Taiwan	5596.519826
Taiwan	7426.354774
Taiwan	11054.56175
Taiwan	15215.6579
Taiwan	20206.82098
Taiwan	23235.42329
Taiwan	28718.27684
Tanzania	716.6500721
Tanzania	698.5356073
Tanzania	722.0038073
Tanzania	848.2186575
Tanzania	915.9850592
Tanzania	962.4922932
Tanzania	874.2426069
Tanzania	831.8220794
Tanzania	825.682454
Tanzania	789.1862231
Tanzania	899.0742111
Tanzania	1107.482182
Thailand	757.7974177
Thailand	793.5774148
Thailand	1002.199172
Thailand	1295.46066
Thailand	1524.358936
Thailand	1961.224635
Thailand	2393.219781
Thailand	2982.653773
Thailand	4616.896545
Thailand	5852.625497
Thailand	5913.187529
Thailand	7458.396327
Togo	859.8086567
Togo	925.9083202
Togo	1067.53481
Togo	1477.59676
Togo	1649.660188
Togo	1532.776998
Togo	1344.577953
Togo	1202.201361
Togo	1034.298904
Togo	982.2869243
Togo	886.2205765
Togo	882.9699438
Trinidad and Tobago	3023.271928
Trinidad and Tobago	4100.3934
Trinidad and Tobago	4997.523971
Trinidad and Tobago	5621.368472
Trinidad and Tobago	6619.551419
Trinidad and Tobago	7899.554209
Trinidad and Tobago	9119.528607
Trinidad and Tobago	7388.597823
Trinidad and Tobago	7370.990932
Trinidad and Tobago	8792.573126
Trinidad and Tobago	11460.60023
Trinidad and Tobago	18008.50924
Tunisia	1468.475631
Tunisia	1395.232468
Tunisia	1660.30321
Tunisia	1932.360167
Tunisia	2753.285994
Tunisia	3120.876811
Tunisia	3560.233174
Tunisia	3810.419296
Tunisia	4332.720164
Tunisia	4876.798614
Tunisia	5722.895655
Tunisia	7092.923025
Turkey	1969.10098
Turkey	2218.754257
Turkey	2322.869908
Turkey	2826.356387
Turkey	3450.69638
Turkey	4269.122326
Turkey	4241.356344
Turkey	5089.043686
Turkey	5678.348271
Turkey	6601.429915
Turkey	6508.085718
Turkey	8458.276384
Uganda	734.753484
Uganda	774.3710692
Uganda	767.2717398
Uganda	908.9185217
Uganda	950.735869
Uganda	843.7331372
Uganda	682.2662268
Uganda	617.7244065
Uganda	644.1707969
Uganda	816.559081
Uganda	927.7210018
Uganda	1056.380121
United Kingdom	9979.508487
United Kingdom	11283.17795
United Kingdom	12477.17707
United Kingdom	14142.85089
United Kingdom	15895.11641
United Kingdom	17428.74846
United Kingdom	18232.42452
United Kingdom	21664.78767
United Kingdom	22705.09254
United Kingdom	26074.53136
United Kingdom	29478.99919
United Kingdom	33203.26128
United States	13990.48208
United States	14847.12712
United States	16173.14586
United States	19530.36557
United States	21806.03594
United States	24072.63213
United States	25009.55914
United States	29884.35041
United States	32003.93224
United States	35767.43303
United States	39097.09955
United States	42951.65309
Uruguay	5716.766744
Uruguay	6150.772969
Uruguay	5603.357717
Uruguay	5444.61962
Uruguay	5703.408898
Uruguay	6504.339663
Uruguay	6920.223051
Uruguay	7452.398969
Uruguay	8137.004775
Uruguay	9230.240708
Uruguay	7727.002004
Uruguay	10611.46299
Venezuela	7689.799761
Venezuela	9802.466526
Venezuela	8422.974165
Venezuela	9541.474188
Venezuela	10505.25966
Venezuela	13143.95095
Venezuela	11152.41011
Venezuela	9883.584648
Venezuela	10733.92631
Venezuela	10165.49518
Venezuela	8605.047831
Venezuela	11415.80569
Vietnam	605.0664917
Vietnam	676.2854478
Vietnam	772.0491602
Vietnam	637.1232887
Vietnam	699.5016441
Vietnam	713.5371196
Vietnam	707.2357863
Vietnam	820.7994449
Vietnam	989.0231487
Vietnam	1385.896769
Vietnam	1764.456677
Vietnam	2441.576404
West Bank and Gaza	1515.592329
West Bank and Gaza	1827.067742
West Bank and Gaza	2198.956312
West Bank and Gaza	2649.715007
West Bank and Gaza	3133.409277
West Bank and Gaza	3682.831494
West Bank and Gaza	4336.032082
West Bank and Gaza	5107.197384
West Bank and Gaza	6017.654756
West Bank and Gaza	7110.667619
West Bank and Gaza	4515.487575
West Bank and Gaza	3025.349798
Yemen, Rep.	781.7175761
Yemen, Rep.	804.8304547
Yemen, Rep.	825.6232006
Yemen, Rep.	862.4421463
Yemen, Rep.	1265.047031
Yemen, Rep.	1829.765177
Yemen, Rep.	1977.55701
Yemen, Rep.	1971.741538
Yemen, Rep.	1879.496673
Yemen, Rep.	2117.484526
Yemen, Rep.	2234.820827
Yemen, Rep.	2280.769906
Zambia	1147.388831
Zambia	1311.956766
Zambia	1452.725766
Zambia	1777.077318
Zambia	1773.498265
Zambia	1588.688299
Zambia	1408.678565
Zambia	1213.315116
Zambia	1210.884633
Zambia	1071.353818
Zambia	1071.613938
Zambia	1271.211593
Zimbabwe	406.8841148
Zimbabwe	518.7642681
Zimbabwe	527.2721818
Zimbabwe	569.7950712
Zimbabwe	799.3621758
Zimbabwe	685.5876821
Zimbabwe	788.8550411
Zimbabwe	706.1573059
Zimbabwe	693.4207856
Zimbabwe	792.4499603
Zimbabwe	672.0386227
Zimbabwe	469.7092981
